time,agl
2015-05-15,0.00020886972197331488
2015-06-15,0.0002448317827656865
2015-07-15,0.00028494742582552135
2015-08-15,0.00023397349286824465
2015-09-15,0.00022674433421343565
2015-10-15,0.00018592494598124176
2015-11-15,0.00012094757403247058
2015-12-15,9.208242408931255e-05
2016-01-15,7.662958523724228e-05
2016-02-15,7.666341844014823e-05
2016-03-15,9.992908599087968e-05
2016-04-15,0.0001479796483181417
2016-05-15,0.00020867070998065174
2016-06-15,0.0002445985155645758
2016-07-15,0.00028467594529502094
2016-08-15,0.00023375055752694607
2016-09-15,0.00022652832558378577
2016-10-15,0.00018574780551716685
2016-11-15,0.00012083233741577715
2016-12-15,9.199469786835834e-05
2017-01-15,7.655651279492304e-05
2017-02-15,7.394926069537178e-05
2017-03-15,9.983378549804911e-05
2017-04-15,0.00014783853839617223
2017-05-15,0.00020847171253990382
2017-06-15,0.00024436524836346507
2017-07-15,0.0002844044647645205
2017-08-15,0.00023352765128947794
2017-09-15,0.0002263122732983902
2017-10-15,0.00018557066505309194
2017-11-15,0.00012071711535099894
2017-12-15,9.190696437144652e-05
2018-01-15,7.648343307664618e-05
2018-02-15,7.387866935459897e-05
2018-03-15,9.973849228117615e-05
2018-04-15,0.0001476973993703723
2018-05-15,0.00020827270054724067
2018-06-15,0.00024413198116235435
2018-07-15,0.0002841329842340201
2018-08-15,0.00023330471594817936
2018-09-15,0.00022609623556490988
2018-10-15,0.00018539352458901703
2018-11-15,0.00012060188601026312
2018-12-15,9.181923815049231e-05
2019-01-15,7.641035335836932e-05
2019-02-15,7.380807801382616e-05
2019-03-15,9.964319906430319e-05
2019-04-15,0.0001475562748964876
2019-05-15,0.00020807368855457753
2019-06-15,0.00024389871396124363
2019-07-15,0.00028386147459968925
2019-08-15,0.00023308180971071124
2019-09-15,0.00022588021238334477
2019-10-15,0.00018521638412494212
2019-11-15,0.00012048664939356968
2019-12-15,9.173150465358049e-05
2020-01-15,7.633728091605008e-05
2020-02-15,7.637097587576136e-05
2020-03-15,9.954789857147262e-05
2020-04-15,0.00014741516497451812
2020-05-15,0.0002078746911138296
2020-06-15,0.00024366547586396337
2020-07-15,0.00028358999406918883
2020-08-15,0.00023285887436941266
